manufacturer,device,Network_Technology,Network_2G bands,Network_GPRS,Network_EDGE,Body_Dimensions,Body_Weight,Body_SIM,Body,Display_Type,Display_Size,Display_Resolution,Platform_OS,Platform_Chipset,Platform_CPU,Memory_Card slot,Memory_Internal,Main Camera_Single,Main Camera_Video,Selfie camera_Single,Selfie camera_Video,Sound_Loudspeaker,Sound_3.5mm jack ,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Type,Battery_Talk time,Misc_Colors,Misc_Price,Network_3G bands,Network_4G bands,Network_,Network_Speed,Platform_GPU,Camera_Features,Memory_,Misc_Models,Body_Build,Main Camera_Triple,Selfie camera_Features,Launch_year,IsAvailable
vivo,vivo_iqoo_12,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,163.2 x 75.9 x 8.1 mm or 8.4 mm,198.5 g or 203.7 g (7.02 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"LTPO AMOLED, 1B colors, 144Hz, HDR10+, 1400 nits (HBM), 3000 nits (peak)","6.78 inches, 111.0 cm2 (~89.6% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 14, Funtouch 14 (International), OriginOS 4 (China)",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",,"8K@30fps, 4K@24/30/60fps, 1080p@30/60/120/240fps, gyro-EIS","16 MP, f/2.5, (wide)",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6/7, tri-band, Wi-Fi Direct","5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","5000 mAh, non-removable",,"Black, Red, White (BMW M branding)","$ 596.79 / ₹ 52,999",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41 - India",,"HSPA, LTE, 5G",Adreno 750,"Dual-LED flash, HDR, panorama",,V2307A,"Glass front, aluminum frame, glass back","50 MP, f/1.7, 23mm (wide), 1/1.3"", 1.2µm, multi-directional PDAF, OIS
64 MP, f/2.6, 70mm (periscope telephoto), 1/2.0"", PDAF, OIS, 3x optical zoom
50 MP, f/2.0, 15mm, 119˚ (ultrawide), AF",HDR,2023,1
vivo,vivo_y17,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),,,159.4 x 76.8 x 8.9 mm (6.28 x 3.02 x 0.35 in),190.5 g (6.74 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.35 inches, 99.6 cm2 (~81.4% screen-to-body ratio)","720 x 1544 pixels, 19.3:9 ratio (~268 ppi density)","Android 9.0 (Pie), Funtouch 9",Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",,1080p@30fps,"20 MP, f/2.0, (wide), 1/2.8"", 1.0µm - Global
16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm - China",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity, compass","5000 mAh, non-removable",,"Mineral Blue, Mystic Purple, Peach Pink, Peacock Blue",About 230 EUR,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",PowerVR GE8320,"LED flash, HDR, panorama",,"1902, V1901A, V1901, 1901, 1902_19","Glass front, plastic back, plastic frame","13 MP, f/2.2, PDAF
8 MP, f/2.2, 16mm (ultrawide)
2 MP, f/2.4, (depth)",,2019,1
vivo,vivo_y03,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,163.8 x 75.7 x 8.4 mm (6.45 x 2.98 x 0.33 in),185 g (6.53 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 90Hz","6.56 inches, 103.4 cm2 (~83.4% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 14, Funtouch 14",Mediatek Helio G85 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM","13 MP, f/2.2, (wide), PDAF
0.08 MP, f/3.0 (auxiliary lens)",1080p@30fps,"5 MP, f/2.2, (wide)",Yes,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE","GPS, GALILEO, GLONASS, BDS, QZSS",No,FM radio,"USB Type-C 2.0, OTG","Accelerometer, proximity","Li-Ion 5000 mAh, non-removable",,"Space Black, Gem Green",About 80 EUR,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 40",,"HSPA, LTE",Mali-G52 MC2,"LED flash, panorama",,,"Glass front, plastic frame, plastic back",,,2024,1
vk_mobile,vk_mobile_vk2030,GSM,GSM 900 / 1800 / 1900 ,Class 10,No,107 x 48 x 11.7 mm (4.21 x 1.89 x 0.46 in),,Mini-SIM,,"TFT, 256K colors","1.8 inches, 10.2 cm2 (~19.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,microSD (dedicated slot),256MB,1.3 MP,No,,,No,No,No,1.2,No,,No,1.1,,Removable Li-Ion 710 mAh battery,Up to 3 h,White,About 70 EUR,,,,,,,,,,,,2007,1
vk_mobile,vk_mobile_vk2020,GSM,GSM 900 / 1800 / 1900 ,Class 10,No,95 x 47 x 8.8 mm (3.74 x 1.85 x 0.35 in),53 g (1.87 oz),Mini-SIM,,"OLED, 256K colors",,128 x 160 pixels,,,,No,64MB,,,,,No,No,No,Yes,No,,No,1.1,,Removable Li-Ion battery,,Black,About 50 EUR,,,,,,,,,,,,2006,1
vk_mobile,vk_mobile_vk2200,GSM,GSM 900 / 1800 / 1900 ,Class 10,No,97.8 x 49.5 x 12.5 mm (3.85 x 1.95 x 0.49 in),74 g (2.61 oz),Mini-SIM,,"TFT, 260K colors","1.66 inches, 8.7 cm2 (~17.9% screen-to-body ratio)",176 x 220 pixels (~170 ppi density),,,,No,128MB,4 MP,Yes,,,No,No,No,Yes,No,,No,1.1,,Removable Li-Ion battery,,Silver,,,,,,,,,,,,,2006,1
vk_mobile,vk_mobile_vk530,GSM,GSM 900 / 1800 ,Class 8,No,76 x 44 x 23 mm (2.99 x 1.73 x 0.91 in),75 g (2.65 oz),Mini-SIM,,"STN, 65K colors",,128 x 143 pixels,,,,No,,VGA,No,,,No,No,No,No,No,,No,,,Removable Li-Ion 720 mAh battery,,"Pink, Lilac",,,,,,,,,,,,,2004,1
vk_mobile,vk_mobile_vk2000,GSM,GSM 900 / 1800 ,Class 10,No,89.9 x 49.9 x 8.8 mm (3.54 x 1.96 x 0.35 in),48 g (1.69 oz),Mini-SIM,,"STN, 65K colors",,128 x 143 pixels,,,,No,,,,,,No,No,No,No,No,,No,No,,Removable Li-Po (VKST-2000),Up to 2 h,Black,,,,,,,,,,,,,2005,1
vk_mobile,vk_mobile_vk500,GSM,GSM 900 / 1800 ,Class 10,No,79.5 x 42.5 x 21.5 mm (3.13 x 1.67 x 0.85 in),,Mini-SIM,,"TFT, 65K colors",,128 x 160 pixels,,,,No,,VGA,No,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,Blue,,,,,,,,,,,,,2004,1
vk_mobile,vk_mobile_vk570,GSM,GSM 900 / 1800 ,Yes,No,76 x 44 x 23 mm (2.99 x 1.73 x 0.91 in),75 g (2.65 oz),Mini-SIM,,"CSTN, 65K colors",,128 x 143 pixels,,,,No,,VGA,No,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,"Black, Silver",,,,,,,,,,,,,2005,1
vk_mobile,vk_mobile_vk200,GSM,GSM 900 / 1800 ,Class 10,No,105 x 48 x 11 mm (4.13 x 1.89 x 0.43 in),,Mini-SIM,,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,microSD (dedicated slot),20MB,VGA,Yes,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion battery,,Black,,,,,,,,,,,,,2006,1
vk_mobile,vk_mobile_vk4000,GSM,GSM 850 / 900 / 1800 / 1900 ,Class 10,No,85 x 43 x 21 mm (3.35 x 1.69 x 0.83 in),79 g (2.79 oz),Mini-SIM,,"TFT, 256K colors","1.8 inches, 29 x 35 mm, 10.2 cm2 (~27.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,Yes,128MB,VGA,No,,,No,No,No,Yes,No,,No,Proprietary,,Removable Li-Ion battery,,Black,About 60 EUR,,,,,,,,,,,,2006,1
vk_mobile,vk_mobile_vk580,GSM,GSM 900 / 1800 ,Yes,No,76 x 44 x 19 mm (2.99 x 1.73 x 0.75 in),75 g (2.65 oz),Mini-SIM,,"CSTN, 65K colors",,128 x 143 pixels,,,,No,,VGA,No,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,Silver,,,,,,,,,,,,,2004,1
vk_mobile,vk_mobile_vk520,GSM,GSM 900 / 1800 ,Class 10,No,76 x 44 x 23 mm (2.99 x 1.73 x 0.91 in),,Mini-SIM,,"CSTN, 65K colors",,128 x 143 pixels,,,,No,,VGA,No,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,Blue,,,,,,,,,,,,,2004,1
vk_mobile,vk_mobile_vk1020,GSM,GSM 850 / 900 / 1800 / 1900 ,Class 10,No,76 x 44 x 23 mm (2.99 x 1.73 x 0.91 in),,Mini-SIM,,"STN, 65K colors",,128 x 143 pixels,,,,microSD (dedicated slot),,VGA,No,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,"Silver, Purple",,,,,,,,,,,,,2005,1
vk_mobile,vk_mobile_vk700,GSM,GSM 900 / 1800 ,Class 10,No,89 x 45.5 x 26 mm (3.50 x 1.79 x 1.02 in),93 g (3.28 oz),Mini-SIM,,"TFT, 65K colors",,128 x 160 pixels,,,,No,64MB,1.3 MP,Yes,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion 810 mAh battery,Up to 3 h,"Silver, Blue",,,,,,,LED flash,,,,,,2005,1
vk_mobile,vk_mobile_vk1000,GSM,GSM 850 / 900 / 1800 / 1900 ,Class 10,No,76 x 44 x 23 mm (2.99 x 1.73 x 0.91 in),,Mini-SIM,,"STN, 65K colors",,128 x 143 pixels,,,,microSD (dedicated slot),,VGA,No,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,"Pink, Orange, Black",,,,,,,,,,,,,2005,1
vk_mobile,vk_mobile_vk1500,GSM,GSM 850 / 900 / 1800 / 1900 ,Class 10,No,89 x 46 x 23 mm (3.50 x 1.81 x 0.91 in),86 g (3.03 oz),Mini-SIM,,"TFT, 256K colors",,176 x 220 pixels,,,,No,100MB,1.3 MP,No,,,No,No,No,Yes,No,,No,Proprietary,,Removable Li-Ion 940 mAh battery,,Black,,,,,,,,,,,,,2005,1
vodafone,vodafone_smart_v10,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,151.3 x 69.9 x 8.2 mm (5.96 x 2.75 x 0.32 in),145 g (5.11 oz),Nano-SIM,,IPS LCD,"5.9 inches, 85.5 cm2 (~80.8% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~291 ppi density)",Android 9.0 (Pie),Qualcomm SDM429 Snapdragon 429 (12 nm),Quad-core 2.0 GHz Cortex-A53,microSDXC (dedicated slot),32GB 3GB RAM,,1080p@30fps,8 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3400 mAh, non-removable",,Chrome Pewter,About 180 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 28",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 504,"LED flash, HDR, panorama",,,,,,2019,1
vodafone,vodafone_smart_n10,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,148.8 x 69.9 x 8.4 mm (5.86 x 2.75 x 0.33 in),160 g (5.64 oz),Nano-SIM,,IPS LCD,"5.67 inches, 80.9 cm2 (~77.8% screen-to-body ratio)",720 x 1500 pixels (~293 ppi density),Android 9.0 (Pie),Mediatek MT6761V/WA Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, AF",1080p@30fps,8 MP,1080p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity","Li-Ion 2920 mAh, non-removable",,Blue Borealis,About 150 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 28",,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",PowerVR GE8320,"LED flash, HDR, panorama",,"VFD 630, 5048Y",,,,2019,1
vodafone,vodafone_smart_ultra_7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,152.2 x 78.1 x 8.7 mm (5.99 x 3.07 x 0.34 in),150 g (5.29 oz),Micro-SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~70.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0.1 (Marshmallow),Mediatek MT6755M (28 nm),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, AF",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","4.1, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2960 mAh, non-removable",,"Silver, Dark Grey",About 160 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T860MP2,"LED flash, panorama, HDR",,"VFD 700, VFD700",,,LED flash,2016,1
vodafone,vodafone_smart_x9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,148.2 x 71.3 x 8 mm (5.83 x 2.81 x 0.31 in),153 g (5.40 oz),Nano-SIM,,IPS LCD,"5.7 inches, 82.7 cm2 (~78.2% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~427 ppi density)",Android 8.1 (Oreo),Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,microSDXC (dedicated slot),32GB 3GB RAM,"16 MP, AF
5 MP, f/2.4, (depth)",1080p@30fps,8 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,Yes,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3100 mAh, non-removable",,Black,About 110 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",Adreno 506,"LED flash, HDR, panorama",,VFD 820,,,,2018,1
vodafone,vodafone_smart_n9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,147.1 x 68.8 x 8.7 mm (5.79 x 2.71 x 0.34 in),145 g (5.11 oz),Nano-SIM,,IPS LCD,"5.5 inches, 78.1 cm2 (~77.1% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Android 8.1 (Oreo),Mediatek MT6739WA (28 nm),Quad-core 1.3 GHz Cortex-A53,microSDHC,16GB 2GB RAM,"13 MP, AF",1080p@30fps,8 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro (market dependent), proximity, compass","Li-Ion 2900 mAh, non-removable",,"Silver Aluminium, Black Titanium",About 120 EUR, HSDPA,"1, 3, 5, 7, 8, 20, 28",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP2,"LED flash, HDR, panorama",,VFD 720,,,LED flash,2018,1
vodafone,vodafone_smart_e9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),,,137.6 x 65.7 x 9.8 mm (5.42 x 2.59 x 0.39 in),134 g (4.73 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 64.5 cm2 (~71.4% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~215 ppi density)",Android 8.1 Oreo (Go edition),Mediatek MT6739 (28 nm),Quad-core 1.5 GHz Cortex-A53,microSDHC,8GB 1GB RAM,5 MP,720p@30fps,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, non-removable",,Anthracite,About 70 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",PowerVR GE8100,LED flash,,"VFD 527, VFD 528",,,,2018,1
vodafone,vodafone_smart_ultra_6,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,154 x 77 x 8.4 mm (6.06 x 3.03 x 0.33 in),159 g (5.61 oz),Nano-SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~70.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 5.0.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.1 GHz Cortex-A53),microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, AF",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3000 mAh, non-removable",,"Gray, Silver",About 170 EUR, HSDPA,"3, 7, 20",,"HSPA, LTE",Adreno 405,LED flash,,Smart ultra 6,,,,2015,1
vodafone,vodafone_smart_tab_n8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,260 x 155 x 9 mm (10.24 x 6.10 x 0.35 in),465 g (1.03 lb),Micro-SIM,,IPS LCD,"10.1 inches, 295.8 cm2 (~73.4% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Android 7.0 (Nougat),Mediatek MT8735B,Quad-core 1.1 GHz Cortex-A7,microSDXC (dedicated slot),16GB 2GB RAM,"5 MP, AF",Yes,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, LE",GPS,Yes,No,microUSB 2.0,Accelerometer,"Li-Ion 4600 mAh, non-removable",,Volcano Black,About 180 EUR, HSDPA, LTE (unspecified),,"HSPA, LTE",Mali-T720MP2,,,VFD 1300,,,,2017,1
vodafone,vodafone_smart_e8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,145.6 x 72.1 x 9.2 mm (5.73 x 2.84 x 0.36 in),169 g (5.96 oz),Nano-SIM,,IPS LCD,"5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 7.1 (Nougat),Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.1 GHz Cortex-A7,microSDXC (dedicated slot),8GB 1GB RAM,5 MP,Yes,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,Yes,No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2200 mAh, removable",,Slate Blue,About 80 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA, LTE",Adreno 304,LED flash,,"VFD 510, VFD 513",,,,2017,1
vodafone,vodafone_smart_n8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,144.5 x 71.9 x 8.6 mm (5.69 x 2.83 x 0.34 in),151 g (5.33 oz),Nano-SIM,,IPS LCD,"5.0 inches, 68.9 cm2 (~66.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,microSDHC,16GB 1.5GB RAM,"13 MP, AF",720p@30fps,5 MP,,"Yes, dual speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 2400 mAh, non-removable",,"Graphite, Gold",About 100 EUR, HSDPA, LTE (unspecified),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP2,"LED flash, HDR",,VFD 610,,,,2017,1
vodafone,vodafone_smart_v8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,155 x 76 x 7.9 mm (6.10 x 2.99 x 0.31 in),166 g (5.86 oz),Nano-SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 7.1.1 (Nougat),Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,microSDXC (dedicated slot),32GB 3GB RAM,"16 MP, AF",1080p@30fps,8 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",,Black,About 230 EUR, HSDPA, LTE (unspecified),,"HSPA, LTE",Adreno 505,"LED flash, HDR, panorama",,VFD 710,,,,2017,1
vodafone,vodafone_smart_tab_10,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,-,-,Mini-SIM,,TFT,"10.0 inches, 290.0 cm2","800 x 1280 pixels, 16:10 ratio (~151 ppi density)",Android 3.2 (Honeycomb),Qualcomm MSM8260 Snapdragon S3,Dual-core 1.2 GHz Scorpion,microSDHC (dedicated slot),16GB (12.7GB user available),"5 MP, AF",720p,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","GPS, A-GPS",,No,2,"Accelerometer, compass",Non-removable Li-Ion battery,,Black,About 300 EUR,HSDPA 2100 ,,,HSPA 14.4/5.76 Mbps,Adreno 220,,,,,,,2012,1
vodafone,vodafone_smart_first_7,GSM / HSPA,GSM 900 / 1800 ,,,114.4 x 62.8 x 12 mm (4.50 x 2.47 x 0.47 in),110 g (3.88 oz),Mini-SIM,,TFT TN,"3.5 inches, 36.5 cm2 (~50.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 5.1 (Lollipop),Spreadtrum SC7731G,Quad-core 1.3 GHz Cortex-A7,microSDXC (dedicated slot),4GB 512MB RAM,2 MP,720p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP",A-GPS only,No,FM radio,microUSB 2.0,No,"Li-Ion 1400 mAh, removable",Up to 5 h (3G),"Volcano Black, Tech White",About 30 EUR,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,,,VFD 200,,,,2016,1
vodafone,vodafone_smart_prime_7,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 ,,,144 x 72.1 x 8 mm (5.67 x 2.84 x 0.31 in),128 g (4.52 oz),Micro-SIM,,IPS LCD,"5.0 inches, 69.4 cm2 (~66.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~293 ppi density)",Android 6.0.1 (Marshmallow),Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.1 GHz Cortex-A7,microSDXC (dedicated slot),8GB 1GB RAM,"8 MP, AF",1080p@30fps,5 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2540 mAh, non-removable",Up to 9 h (3G),"Graphite Black, Boron White",About 100 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 304,LED flash,,,,,,2016,1
vodafone,vodafone_smart_4_mini,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,121.6 x 64.4 x 12.3 mm (4.79 x 2.54 x 0.48 in),117 g (4.13 oz),Mini-SIM,,TFT,"4.0 inches, 45.5 cm2 (~58.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.2.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,480p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",Up to 8 h (2G) / Up to 8 h (3G),"Black, White",About 50 EUR,HSDPA 900 / 2100 ,,,HSPA,Mali-400,,,,,,,2014,1
wiko,wiko_view,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,151.5 x 73.1 x 8.7 mm (5.96 x 2.88 x 0.34 in),160 g (5.64 oz),"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"5.7 inches, 83.8 cm2 (~75.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 7.1 (Nougat),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,microSDXC,"16GB 3GB RAM, 32GB 3GB RAM","13 MP, AF",1080p@30fps,"16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,Stereo FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 2900 mAh, removable",,"Black, Gold, Deep Bleen, Cherry Red",About 150 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 308,"LED flash, panorama, HDR",,View,,,,2017,1
