manufacturer,device,Network_Technology,Network_2G bands,Network_GPRS,Network_EDGE,Body,Display_Resolution,Main Camera_Video,Selfie camera_Single,Selfie camera_Video,Sound_Loudspeaker,Sound_3.5mm jack ,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Talk time,Misc_Colors,Misc_Price,Network_3G bands,Network_4G bands,Network_,Network_Speed,Platform_GPU,Camera_Features,Memory_,Misc_Models,Body_Build,Main Camera_Triple,Selfie camera_Features,Launch_year,IsAvailable,Battery_Capacity,Battery_Removability,Body_length_mm,Body_width_mm,Body_depth_mm,Body_Weight_g,num_slots_sim,has_mini_sim,has_nano_sim,has_micro_sim,has_e_sim,stand-by_sim,hybrid_sim,display_tech,display_refresh,display_diagonal_inches,display_area_cm2,display_screen_body_ratio,display_width_px,display_height_px,display_density,platform_os,platform_os_ver,platform_chipset_manufacturer,platform_chipset_details,platform_chipset_node,platform_cpu_count,platform_cpu_speed_ghz,memory_card_slot,memory_internal_storage,memory_ram,main_camera_single_mp
archos,archos_50_platinum,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"540 x 960 pixels, 16:9 ratio (~220 ppi density)",720p,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 12 h 20 min (2G) / Up to 10 h (3G),Black,,HSDPA 900 / 2100 ,,,HSPA 7.2/5.76 Mbps,Adreno 203,"LED flash, HDR",,,,,,2013,1,2000,1,143.4,72.4,8.9,160.2,2,1,0,0,0,0,0,ips lcd,60,5.0,68.9,66.4,540,960,220,android,4.1.2,qualcomm,,,4,1.2,microsdhc,4.0,1.0,8
archos,archos_45_helium_4g,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 800 pixels, 5:3 ratio (~207 ppi density)",1080p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR, LE","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Up to 9 h (2G) / Up to 7 h (3G),Black,About 230 EUR,HSDPA 900 / 2100  / 1800,"1, 3, 7, 8",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Adreno 305,LED flash,eMMC 4.5,,,,,2014,1,1850,1,135.0,67.0,9.8,140,0,0,0,1,0,0,0,ips lcd,60,4.5,57.6,63.7,480,800,207,android,4.3,qualcomm,,,4,1.2,microsdhc,4.0,1.0,5
archos,archos_50c_oxygen,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,Black,About 240 EUR,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-450MP4,LED flash,,,,,,2014,1,2000,1,145.0,69.8,7.6,140,2,0,0,0,0,0,0,ips lcd,60,5.0,68.9,68.1,720,1280,294,android,4.2.2,mediatek,,,8,1.7,microsdhc,8.0,1.0,8
benq,benq_b502,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Yes,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 11 h (3G),"Black, White",,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,LED flash,,,,,,2014,1,1800,0,144.0,69.7,7.0,125,2,1,0,1,0,1,0,ips lcd,60,5.0,68.9,68.7,720,1280,294,android,4.4.2,mediatek,,,4,1.3,microsdhc,16.0,2.0,13
benq,benq_t3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"540 x 960 pixels, 16:9 ratio (~245 ppi density)",Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Up to 15 h (3G),"Black, White, Green",About 80 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"3, 7",,"HSPA, LTE Cat4 150/50 Mbps",Adreno 305,"LED flash, HDR, panorama",eMMC 4.5,,,,,2014,1,1840,0,131.9,66.7,8.5,128,0,0,0,1,0,0,0,ips lcd,60,4.5,55.8,63.5,540,960,245,android,4.4.2,qualcomm,,,4,1.2,microsdxc,4.0,1.0,8
benq,benq_f3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"540 x 960 pixels, 16:9 ratio (~245 ppi density)",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot",Yes,GPS,No,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",,"White, Red",About 200 EUR,HSDPA 900 / 2100 ,,,HSPA 42.2/11.5 Mbps,PowerVR SGX544,"LED flash, HDR, panorama",,,,,,2013,1,2100,1,131.6,66.9,8.9,119,0,0,0,1,0,0,0,ips lcd,60,4.5,55.8,63.4,540,960,245,android,4.2.2,mediatek,,,4,1.2,microsdhc,4.0,1.0,13
benq,benq_f5,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Up to 24 h (3G),"Black, White",About 100 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"3, 7",,"HSPA, LTE Cat4 150/50 Mbps",Adreno 305,"LED flash, HDR, panorama",eMMC 4.5,,,,,2014,1,2520,0,143.0,72.8,8.5,135,0,0,0,1,0,0,0,ips lcd,60,5.0,68.9,66.2,720,1280,294,android,4.4.2,qualcomm,,,4,1.2,microsdxc,16.0,2.0,13
blackberry,blackberry_priv,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,Capacitive touch 4-row BlackBerry keyboard,"1440 x 2560 pixels, 16:9 ratio (~540 ppi density)","4K@30fps, 1080p@60fps",2 MP,720p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.1, A2DP, EDR, LE","GPS, GLONASS",Yes,No,microUSB 2.0 (SlimPort 4K),"Accelerometer, altimeter, gyro, ToF proximity, compass",Up to 24 h (3G),Black,About 270 EUR,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA (STV100-1), Europe (STV100-4)","1, 2, 3, 4, 5, 7, 12, 17, 20, 29, 30 - USA (STV100-1)","1, 2, 3, 4, 7, 8, 13, 17, 20, 28 - Europe (STV100-4)","HSPA 42.2/5.76 Mbps, LTE (3CA) Cat9 450/50 Mbps",Adreno 418,"Schneider-Kreuznach optics, dual-LED dual-tone flash, HDR, panorama",eMMC 5.0,"STV100-4, STV100-3, STV100-1, V100, STV100-2","Glass front (Gorilla Glass 4), plastic back, plastic frame",,,2015,1,3410,0,147.0,77.2,9.4,192,0,0,1,0,0,0,0,amoled,60,5.4,81.6,71.9,1440,2560,540,android,5.1.1,qualcomm,,,6,1.8,microsdxc,32.0,3.0,18
blackberry,blackberry_passport,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,Capacitive touch 3-row BlackBerry keyboard,"1440 x 1440 pixels, 1:1 ratio (~453 ppi density)",1080p@60fps,"2 MP, f/2.8, 28mm (wide)",720p,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE","GPS, GLONASS",Yes,"FM radio, RDS",microUSB 2.0 (SlimPort),"Accelerometer, gyro, proximity, compass",Up to 18 h (2G) / Up to 23 h (3G),"Black, White, Red, Black&Gold, Silver",About 170 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8","1, 2, 3, 4, 5, 7, 8, 13, 17, 20","HSPA, LTE",Adreno 330,"LED flash, HDR, panorama",eMMC 5.0,,"Glass front (Gorilla Glass 3), plastic back, aluminum frame",,,2014,1,3450,0,128.0,90.3,9.3,196,0,0,1,0,0,0,0,ips lcd,60,4.5,65.3,56.5,1440,1440,453,blackberry,os,qualcomm,,,4,2.26,microsdxc,32.0,3.0,13
blackberry,blackberry_keyone,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (BBB100-4 only),,,Capacitive touch 4-row BlackBerry keyboard,"1080 x 1620 pixels, 3:2 ratio (~434 ppi density)",4K@30fps,"8 MP, f/2.2, 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, EDR","GPS, GLONASS, BDS2",Yes,FM radio,"USB Type-C 3.1, OTG","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,"Black/Silver, Black, Bronze",About 290 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 13, 17, 20, 28, 38, 40",,"HSPA 42.2/5.76 Mbps, LTE Cat9 450/50 Mbps",Adreno 506,"Dual-LED dual-tone flash, HDR, panorama",eMMC 5.1,"BBB100-2, BBB100-7, BBB100-1, BBB100-5, BBB100-3, BBB100-4","Glass front (Gorilla Glass 4), plastic back, aluminum frame",,,2017,1,3500,0,149.1,72.4,9.4,180,1,0,1,0,0,0,0,ips lcd,60,4.5,60.0,55.6,1080,1620,434,android,7.1,qualcomm,,,8,2.0,microsdxc,64.0,4.0,12
blackberry,blackberry_classic,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,Optical trackpad,"720 x 720 pixels, 1:1 ratio (~294 ppi density)",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, EDR, LE",GPS,Yes,FM radio,microUSB 2.0 (SlimPort),"Accelerometer, gyro, proximity, compass",Up to 11 h 40 min (2G) / Up to 17 h 10 min (3G),"Black, White, Blue, Bronze, Cobalt blue",About 120 EUR,HSDPA 850 / 1700 / 1900 / 2100 - USA model,"1, 2, 4, 5, 7, 13, 17, 25 - USA model","1, 2, 3, 5, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 225,"LED flash, HDR, panorama",,,,,,2014,1,2515,0,131.0,72.4,10.2,177,0,0,1,0,0,0,0,ips lcd,60,3.5,38.7,40.8,720,720,294,blackberry,os,qualcomm,,,2,1.5,microsdxc,16.0,2.0,8
blackberry,blackberry_q10,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,,,,"720 x 720 pixels, 1:1 ratio (~328 ppi density)",1080p@30fps,2 MP,720p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual band, hotspot","4.0, A2DP",GPS,Yes,FM radio (after SW upgrade),microUSB 2.0,"Accelerometer, gyro, proximity, compass",Up to 10 h (2G) / Up to 13 h 30 min (3G),"Black, White",About 110 EUR,HSDPA 850 / 1900 / 2100 - SQN100-1,"2, 4, 5, 17 - SQN100-1, SQN100-5",25 - SQN100-4,"EV-DO Rev.A 3.1 Mbps, HSPA, LTE (market dependent)",Adreno 225  (LTE version)/ PowerVR SGX544 (Non-LTE),"LED flash, HDR, panorama",,,"Glass front, plastic back, plastic frame",,,2013,1,2100,1,119.6,66.8,10.4,139,0,0,0,1,0,0,0,super amoled,60,3.1,31.0,38.8,720,720,328,blackberry,os,snapdragon,,,2,1.5,microsdxc,16.0,2.0,8
blackberry,blackberry_z10,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,,,,"768 x 1280 pixels, 5:3 ratio (~355 ppi density)",1080p@30fps,2 MP,720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, LE",GPS,Yes,No,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Up to 10 h,"Black, White",About 120 EUR,HSDPA 850 / 900 / 1900 / 2100 - STL100-1,"3, 7, 8, 20 - STL100-2",13 - STL100-4,"HSPA 21.1/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps",Adreno 225,"LED flash, HDR, panorama",,,"Glass front, plastic back, plastic frame",,,2013,1,1800,1,130.0,65.6,9.0,137.5,0,0,0,1,0,0,0,tft,60,4.2,50.,58.9,768,1280,355,blackberry,os,qualcomm,,,2,1.5,microsdxc,16.0,2.0,8
blackberry,blackberry_motion,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,IP67 dust/water resistant (up to 1m for 30 min),"1080 x 1920 pixels, 16:9 ratio (~403 ppi density)","4K@30fps, 1080p@30fps","8 MP, f/2.2, 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, Wi-Fi Direct","4.2, A2DP, EDR, LE","GPS, GLONASS, BDS2",Yes,FM radio,USB Type-C 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,Black,About 390 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 32, 38, 39, 40, 41 - BBD100-6 (EU, Global)","2, 4, 5, 7, 12, 13, 17, 29, 30, 66 - BBD100-2 (USA)","HSPA, LTE",Adreno 506,"Dual-LED dual-tone flash, HDR, panorama",eMMC 5.1,"BBD100-1, BBD100-6, BBD100-2","Glass front, plastic back, aluminum frame",,,2017,1,4000,0,155.8,75.5,8.1,167,1,0,1,0,0,0,0,ips lcd,60,5.5,82.6,70.2,1080,1920,403,android,7.1,qualcomm,,,8,2.0,microsdxc,32.0,4.0,12
blackberry,blackberry_porsche_design_p_9983,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,,,,"720 x 720 pixels, 1:1 ratio (~328 ppi density)",1080p@30fps,2 MP,720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, LE","GPS, GLONASS",Yes,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Up to 9 h (2G) / Up to 14 h (3G),Black,About 430 EUR,"HSDPA 850 / 900 / 1900 / 2100 - EU, EMEA","3, 7, 8, 20 - EU, EMEA","2, 4, 5, 17 - North America","HSPA, LTE",Adreno 225,"LED flash, HDR, panorama",,,,,,2014,1,2100,1,119.0,67.1,10.6,140,0,0,0,1,0,0,0,ips lcd,60,3.1,31.0,38.8,720,720,328,blackberry,os,qualcomm,,,2,1.5,microsdxc,64.0,2.0,8
blackberry,blackberry_storm_9500,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"360 x 480 pixels, 4:3 ratio (~185 ppi density)",320p,,,Yes,Yes,No,"2.0, A2DP","GPS, A-GPS",,No,microUSB 2.0,Accelerometer,Up to 5 h 30 min,Black,About 80 EUR,HSDPA 2100 ,,,HSPA 7.2/0.384 Mbps,Adreno 130,LED flash,,,,,,2008,1,1400,1,112.5,62.2,14.0,155,0,1,0,0,0,0,0,tft,60,3.25,32.7,46.7,360,480,185,blackberry,os,qualcomm,,,,0.011,microsdhc,1.0,0.128,3.15
blackview,blackview_mega_1,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,Stylus support,"1200 x 2000 pixels, 5:3 ratio (~203 ppi density)","1440p@30fps, 1080p@30fps",13 MP,1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM radio,"USB Type-C, OTG","Fingerprint (top-mounted), accelerometer, proximity (accessories only), gyro",,"Space Grey, Sky Blue, Dreamy Purple",,HSDPA 900 / 2100 ,"1, 3, 7, 8, 19, 20, 28, 40, 41",,"HSPA, LTE",Mali-G57 MC2,LED flash,UFS 2.1,,,,,2024,1,8800,0,268.7,169.0,7.6,528,2,0,1,0,0,1,1,ips lcd,120,11.5,376.4,82.9,1200,2000,203,android,13,mediatek,,,8,2.0,microsdxc,256.0,12.0,50
blackview,blackview_tab_18,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,Stylus support,"1200 x 2000 pixels, 5:3 ratio (~194 ppi density)",1080p@30fps,8 MP,Yes,"Yes, with stereo speakers (4 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM Radio,"USB Type-C, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,"Turquoise Green, Glacier Blue, Space Grey",,HSDPA 900 / 2100 ,"1, 3, 7, 8, 20, 40",,"HSPA, LTE",Mali-G57 MC2,LED flash,UFS 2.1,,,,,2023,1,8800,0,277.6,173.2,7.9,632,2,0,1,0,0,1,1,ips lcd,60,12.0,409.9,85.2,1200,2000,194,android,13,mediatek,,,8,2.0,microsdxc,256.0,12.0,16
blackview,blackview_tab_16,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1200 x 2000 pixels, 5:3 ratio (~212 ppi density)",1080p@30fps,8 MP,Yes,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP","GPS, GLONASS, GALILEO, BDS",No,FM Radio,"USB Type-C, OTG",Accelerometer,,"Meteorite Gray, Twilight Blue, Mint Green",About 170 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 8, 20, 40",,"HSPA, LTE",Mali-G57 MP1,LED flash,eMMC 5.1,,,,,2023,1,7680,0,260.1,164.7,8.0,533,2,0,1,0,0,1,1,ips lcd,60,11.0,344.4,80.4,1200,2000,212,android,12,unisoc,,,8,1.8,microsdxc,256.0,8.0,13
blackview,blackview_active_8_pro,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"IP68/IP69K dust/water resistant (up to 1.5m for 30 min)
MIL-STD-810H compliant","1200 x 2000 pixels, 5:3 ratio (~225 ppi density)","1440p@30fps, 1080p@30fps","16 MP, (wide), 1/3""",Yes,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP","GPS, GLONASS, GALILEO, BDS",Yes,FM Radio,"USB Type-C 2.0, OTG","Accelerometer, gyro, proximity, compass",,"Black, Orange",About 220 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 28, 25, 26, 30, 34, 38, 39, 40, 41, 66",CDMA 800 / 1900 ,"HSPA, LTE",Mali-G57 MC2,LED flash,,,,,,2023,1,22000,0,256.3,165.8,16.8,976,2,0,1,0,0,1,1,ips lcd,60,10.36,305.5,71.9,1200,2000,225,android,12,mediatek,,,8,2.0,microsdxc,256.0,8.0,48
blackview,blackview_tab_60,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,Stylus support,"800 x 1340 pixels, 5:3 ratio (~180 ppi density)",1080p@30fps,5 MP,Yes,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP","GPS, GLONASS, GALILEO, BDS",No,FM Radio,"USB Type-C, OTG","Accelerometer, proximity (accessories only)",,"Grey, Blue, Green",,HSDPA 900 / 2100 ,"1, 3, 7, 8, 20, 40",,"HSPA, LTE",Mali-G57 MP1,,eMMC 5.1,,,,,2023,1,6050,0,211.7,124.4,8.4,338,2,0,1,0,0,1,1,ips lcd,60,8.68,13.9,81.2,800,1340,180,android,13,unisoc,,,8,1.6,microsdxc,128.0,6.0,8
blu,blu_view_3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"720 x 1440 pixels, 18:9 ratio (~268 ppi density)",1080p@30fps,8 MP,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","5.1, A2DP, LE",GPS,No,FM radio,USB Type-C 2.0,"Accelerometer, proximity",,Black,About 50 EUR,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 5, 12, 13, 25, 26, 41, 66, 71",,"HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps",PowerVR GE8320,LED flash,eMMC 5.1,,,,,2021,1,3400,0,160.2,76.7,9.0,178,0,0,1,0,0,0,0,ips lcd,60,6.0,92.9,75.6,720,1440,268,android,11,mediatek,,,8,2.0,microsdxc,32.0,3.0,13
blu,blu_view_2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)",1080p@30fps,8 MP,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.1, A2DP, LE",GPS,No,FM radio,USB Type-C 2.0,"Accelerometer, proximity",,Black,,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 5, 12, 13, 25, 26, 41, 66, 71",,"HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps",PowerVR GE8320,LED flash,eMMC 5.1,"B130DL, B131DL",,,,2020,1,3000,1,153.7,71.0,9.5,162,0,0,1,0,0,0,0,ips lcd,60,5.5,78.1,71.5,720,1440,293,android,10,mediatek,,,8,2.0,microsdxc,32.0,2.0,13
blu,blu_c5l_max,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 960 pixels, 18:9 ratio (~188 ppi density)",720p@30fps,2 MP,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,Accelerometer,,"Gray, Blue, Red, Green, Bronze",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"2, 3, 4, 5, 7, 12, 17, 28, 66",,"HSPA, LTE",Mali-T820 MP1,LED flash,eMMC 5.1,,,,,2021,1,2000,1,159.5,76.5,10.5,174,0,0,1,0,0,0,0,ips lcd,60,5.7,83.8,68.7,480,960,188,android,11,unisoc,,,4,1.4,microsdxc,32.0,2.0,5
bq,bq_aquaris_x,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","4K@30fps, 720p@120fps","8 MP, f/2.0",1080p@60fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX","GPS, GLONASS, GALILEO",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Mineral Black, Pearl Rose",About 290 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 20",,"HSPA, LTE",Adreno 506,"Dual-LED dual-tone flash, auto-HDR, panorama",eMMC 5.1,Aquaris X,,,LED flash,2017,1,3100,0,146.5,72.7,7.9,153,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,70.0,1080,1920,424,android,7.1.1,qualcomm,,,8,2.2,microsdxc,32.0,3.0,16
bq,bq_aquaris_x_pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","4K@30fps, 720p@120fps","8 MP, f/2.0",1080p@60fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX","GPS, GLONASS, GALILEO",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Midnight Black, Glaze White",About 370 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 20",,"HSPA, LTE",Adreno 506,"Dual-LED dual-tone flash, auto-HDR, panorama",eMMC 5.1,Aquaris X Pro,,,LED flash,2017,1,3100,0,146.5,72.7,7.8,158,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,70.0,1080,1920,424,android,7.1.1,qualcomm,,,8,2.2,microsdxc,128.0,4.0,12
bq,bq_aquaris_x5,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,"5 MP, f/2.0",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","GPS, GLONASS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass",,"Black, White, Rose Gold",About 230 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 20",,"HSPA, LTE",Adreno 306,"Dual-LED flash, panorama, HDR",eMMC 4.5,,,,LED flash,2015,1,2900,0,144.4,70.5,7.5,148,2,0,1,0,0,1,0,ips lcd,60,5.0,68.9,67.7,720,1280,294,android,5.1,qualcomm,,,4,1.4,microsdhc,32.0,3.0,13
bq,bq__aquaris_m10,No cellular connectivity, N/A,No,No,,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",1080p@30fps,2 MP,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, compass",Up to 10 h (multimedia),"Black, White",About 230 EUR,,,,,Mali-T720MP2,,,,,,,2015,1,7280,0,246.0,171.0,8.2,470,0,0,0,0,0,0,0,ips lcd,60,10.1,95.8,70.3,800,1280,149,android,5.1,mediatek,,,4,1.3,microsdxc,16.0,2.0,5
bq,bq_aquaris_x5_plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",4K@30fps,"8 MP, f/2.0, 1/4.0""",,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct","4.1, A2DP, LE","GPS, GLONASS, GALILEO",Yes,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Black, White/Rose Gold",About 300 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 20",,"HSPA, LTE",Adreno 510,"Dual-LED dual-tone flash, panorama",eMMC 5.1,Aquaris X5 Plus,,,,2016,1,3200,0,145.0,70.0,7.7,145,2,0,1,0,0,1,0,ips lcd,60,5.0,68.9,67.9,1080,1920,441,android,6.0.1,qualcomm,,,8,1.4,microsdxc,32.0,3.0,16
